CHANNEL;AUTHOR;CONTENT;DATE;TIME
r�alisations-3d;Axel#5959;"merci ^^
( <#717294601224060938> )";2020/6/20;12:54:33
commentaires-r�alisations;Kartodix#2540;test;2020/6/20;12:59:8
partages-bouts-de-code;Kartodix#2540;test;2020/6/20;13:0:36
imagerie;Kartodix#2540;test;2020/6/20;13:0:48
partage-screen-voc;Kartodix#2540;test;2020/6/20;13:2:20
commentaires-r�alisations;Kartodix#2540;test;2020/6/20;13:8:11
commentaires-r�alisations;Kartodix#2540;test;2020/6/20;13:9:48
commentaires-r�alisations;Kartodix#2540;?close;2020/6/20;13:11:54
commentaires-r�alisations;Kartodix#2540;hh;2020/6/20;13:15:48
commentaires-r�alisations;Kartodix#2540;?close;2020/6/20;13:16:5
commentaires-r�alisations;Kartodix#2540;hh;2020/6/20;13:17:20
partage-screen-voc;Kartodix#2540;?close;2020/6/20;13:17:36
partage-screen-voc;Kartodix#2540;test;2020/6/20;13:19:6
commentaires-r�alisations;Kartodix#2540;?close;2020/6/20;13:21:30
commentaires-r�alisations;Kartodix#2540;test;2020/6/20;13:21:43
commentaires-r�alisations;Kartodix#2540;?cloe;2020/6/20;13:22:24
commentaires-r�alisations;Kartodix#2540;?close;2020/6/20;13:22:26
commentaires-r�alisations;Kartodix#2540;test;2020/6/20;13:22:57
commentaires-r�alisations;Kartodix#2540;?close;2020/6/20;13:24:36
commentaires-réalisations;Wafelack#8601;<@!218035720139309056> C'est toi le ghost ,;2020/6/20;13:24:51
commentaires-réalisations;Kartodix#2540;oui déso;2020/6/20;13:24:56
💻lua;Kartodix#2540;test;2020/6/20;13:25:2
🌐》général《;Kartodix#2540;<@!679700991829999662> je devais régler un soucis pour un bot c'est pour ca 😉;2020/6/20;13:25:39
🤖spam-bot;Kartodix#2540;?cls AUTHOR 2;2020/6/20;13:26:25
🤖spam-bot;Kartodix#2540;?cam CHANNEL 3;2020/6/20;13:26:59
🌐》général《;Kartodix#2540;du coup ce pc ? il fonctionne bien ?;2020/6/20;13:27:44
⌨composants;Unknown8#8888;<@353113202575278081>  carte mere ?;2020/6/20;13:28:3
🤖spam-bot;Kartodix#2540;?help;2020/6/20;13:30:1
🤖spam-bot;Kartodix#2540;?mail simon.duperray4949@gmail.com;2020/6/20;13:30:57
🌐》général《;..!#5249;Selfbot ?;2020/6/20;13:34:51
📃règlement;coin des dev#9367;<@723862906755743804>;2020/6/20;13:36:47
🌐》général《;Wafelack#5334;Hello;2020/6/20;13:37:2
🌐》général《;Wafelack#5334;<@!353113202575278081>;2020/6/20;13:37:5
🌐》général《;Wafelack#5334;Mon compte va être supprimé car j'ai dit que j'ai moins de 15 ans;2020/6/20;13:37:17
🌐》général《;Wafelack#5334;Ducoup j'ai recréé un petit compte à la va vite;2020/6/20;13:37:33
🌐》général《;..!#5249;Toujours mentir sur son âge <a:rainbow:723199501002604706>;2020/6/20;13:38:48
🌐》général《;Kartodix#2540;x);2020/6/20;13:38:56
🌐》général《;Wafelack#5334;ça fait chier;2020/6/20;13:39:35
🌐》général《;Wafelack#5334;Je vais devoir rejoindre encore tout mes comptes;2020/6/20;13:39:45
🌐》général《;Kartodix#2540;be strong;2020/6/20;13:39:57
🌐》général《;Wafelack#5334;serveurs*;2020/6/20;13:39:59
🌐》général《;Wafelack#5334;qqun peut me remettre NitroDev ?;2020/6/20;13:40:11
🌐》général《;..!#5249;Moi je me rajoute toujours 5 ans;2020/6/20;13:40:14
🌐》général《;..!#5249;:);2020/6/20;13:40:16
🌐》général《;Wafelack#5334;xD;2020/6/20;13:40:21
🌐》général《;Plexq#3446;Wut si tu as moins de 15 ans discord supprime ton compte ?;2020/6/20;13:41:6
🌐》général《;Wafelack#5334;Oui;2020/6/20;13:41:10
🌐》général《;Wafelack#5334;Sous 14 jours;2020/6/20;13:41:14
🌐》général《;Kartodix#2540;😮;2020/6/20;13:41:36
🌐》général《;Wafelack#5334;Ca fait chier;2020/6/20;13:42:2
🌐》général《;Kartodix#2540;tu veux un devboost ?;2020/6/20;13:42:12
🌐》général《;Unknown8#8888;<:LUL:667075775710625793>;2020/6/20;13:42:15
🌐》général《;Wafelack#5334;J'ai 118 jours restants;2020/6/20;13:42:22
🌐》général《;Wafelack#5334;Normalement;2020/6/20;13:42:24
🌐》général《;Kartodix#2540;ah d'accord;2020/6/20;13:42:27
🌐》général《;Kartodix#2540;je me disais aussi;2020/6/20;13:42:33
🌐》général《;Wafelack#5334;Bon;2020/6/20;13:45:38
🌐》général《;Wafelack#5334;Qui est sur le discord de Jason Champagne ?;2020/6/20;13:45:46
🌐》général《;MoutOgm#2028;cest pas toi qui disait en voc quil fallait un age minimum dailleurs ?;2020/6/20;13:45:52
🌐》général《;Kartodix#2540;pas moi;2020/6/20;13:45:53
🌐》général《;Wafelack#5334;<@!98850878722682880> Si;2020/6/20;13:45:59
🌐》général《;Wafelack#5334;C'était 13 ans avant;2020/6/20;13:46:3
🌐》général《;Wafelack#5334;Mais ils ont changé;2020/6/20;13:46:6
🌐》général《;Wafelack#5334;Maintenant c'est 15 ans dans le pays du pain;2020/6/20;13:46:20
🌐》général《;Wafelack#5334;Et je suis tombé sur une verification d'âge;2020/6/20;13:46:33
🌐》général《;Wafelack#5334;Et vu que je suis honnête;2020/6/20;13:46:40
🌐》général《;Wafelack#5334;...;2020/6/20;13:46:42
⌨composants;Axel#5959;Le modèle ?;2020/6/20;13:46:45
🌐》général《;Wafelack#5334;...;2020/6/20;13:46:46
🌐》général《;Wafelack#5334;...;2020/6/20;13:46:46
🌐》général《;MoutOgm#2028;bah pk tes la ?;2020/6/20;13:46:52
🌐》général《;Wafelack#5334;J'ai recréé un compte petit génie;2020/6/20;13:47:1
🌐》général《;MoutOgm#2028;si tu dis aux autres de suivre les regles sans le faure;2020/6/20;13:47:6
🌐》général《;MoutOgm#2028;cest hypocrite as fuck;2020/6/20;13:47:14
🌐》général《;MoutOgm#2028;ma question etait pas que tu crée un compte ou non xD;2020/6/20;13:48:1
🌐》général《;Unknown8#8888;mdrr;2020/6/20;13:48:14
🌐》général《;Wafelack#5334;Je dis pas de suivre les règles;2020/6/20;13:48:25
🌐》général《;Unknown8#8888;le mec honnête mais il refait quand même un compte;2020/6/20;13:48:30
🌐》général《;MoutOgm#2028;ah si en voc cest ce que tu disais xD;2020/6/20;13:48:35
🌐》général《;MoutOgm#2028;genre ceux de - 13 ans  ont pas leurs place sur discord;2020/6/20;13:48:46
🌐》général《;MoutOgm#2028;ou un truc du style;2020/6/20;13:48:49
🌐》général《;Wafelack#5334;Oui;2020/6/20;13:49:44
🌐》général《;Wafelack#5334;Je n'ai pas dit ça comme ça xD;2020/6/20;13:49:50
🌐》général《;Unknown8#8888;si;2020/6/20;13:49:56
📃règlement;coin des dev#9367;<@529668482875523083>;2020/6/20;13:50:2
🌐》général《;Wafelack#5334;Nop;2020/6/20;13:50:2
🌐》général《;Wafelack#2904;et tes qui toi ?;2020/6/20;13:50:12
🌐》général《;MoutOgm#2028;au final le fond de ta pensé etait comme ca xd;2020/6/20;13:50:13
🌐》général《;Wafelack#5334;M  d  r;2020/6/20;13:50:20
🌐》général《;MoutOgm#2028;il etait en voc a ce moment aussi;2020/6/20;13:50:22
🌐》général《;Wafelack#5334;C'est marrant ça;2020/6/20;13:50:24
🌐》général《;Wafelack#2904;t'en a pas marre ?;2020/6/20;13:50:32
🌐》général《;Wafelack#5334;De qui/quoi ?;2020/6/20;13:51:39
🌐》général《;Wafelack#2904;TE TE FAIRE PASSER POUR MOI !!!;2020/6/20;13:52:1
🌐》général《;Wafelack#5334;Lul;2020/6/20;13:52:11
🌐》général《;Wafelack#5334;qqun aurait un canal IRC pour discuter ?;2020/6/20;13:52:43
🌐》général《;Wafelack#2904;dsl j'ai pas le droit j'ai que 12 ans;2020/6/20;13:53:13
⌨composants;Unknown8#8888;yep;2020/6/20;13:56:22
⌨composants;Unknown8#8888;https://tenor.com/view/who-me-bryancranston-gif-4786681;2020/6/20;13:56:44
💻lua;MoutOgm#2028;alors game cest un tableau;2020/6/20;13:57:11
💻lua;MoutOgm#2028;qui contient un autre tableau nommé Lighthing;2020/6/20;13:57:27
📃règlement;coin des dev#9367;<@686138483592396835>;2020/6/20;13:57:28
💻lua;MoutOgm#2028;qui contient une fonction SetMinutesAfterMidnight;2020/6/20;13:57:41
💻lua;..!#5249;Presque 1 mois plus tard;2020/6/20;13:57:49
💻python;Ink!Zaid#0703;Salut je suis debutant j'ai un code qui peux m'aider;2020/6/20;13:58:6
💻python;Ink!Zaid#0703;<:python:699724058249527356>;2020/6/20;13:58:18
⌨composants;Axel#5959;X570 gaming X;2020/6/20;13:58:24
💻python;Unknown8#8888;<:LUL:667075775710625793>;2020/6/20;13:58:25
⌨composants;Axel#5959;^^;2020/6/20;13:58:28
🌐》général《;Kartodix#2540;Bienvenue <@!686138483592396835>;2020/6/20;13:58:30
💻python;Ink!Zaid#0703;<:GWaobloChildPepeCry:407618822489636864>;2020/6/20;13:58:35
⌨composants;Unknown8#8888;a tes un vrai alors;2020/6/20;13:58:42
🌐》général《;Ink!Zaid#0703;Merci;2020/6/20;13:58:42
🌐》général《;MoutOgm#2028;bvn;2020/6/20;13:58:50
⌨composants;Unknown8#8888;je t'annonce officiellement que tu fais parti de l'élite;2020/6/20;13:58:59
🌐》général《;Ink!Zaid#0703;Je suis debutant python;2020/6/20;13:59:4
⌨composants;Ink!Zaid#0703;J'ai la carte graphique star wars;2020/6/20;13:59:19
🌐》général《;Kartodix#2540;d'accord, et tu souhaites développer tes compétences ?;2020/6/20;13:59:21
💻python;Unknown8#8888;si tu as un pb dis le et post ton code;2020/6/20;13:59:27
⌨composants;Ink!Zaid#0703;la ram de 8 gb;2020/6/20;13:59:28
⌨composants;Axel#5959;"😂
pk ?
parce que j'ai pas pris la version du dessous pour les ryzen 2 ?

ah moi j'ai la founders 😄";2020/6/20;13:59:32
💻python;Unknown8#8888;"pas un ""qui peu**t** m'aider"" ^^";2020/6/20;13:59:55
💻python;Kartodix#2540;yes n'hésite surtout pas;2020/6/20;14:0:4
💻python;Ink!Zaid#0703;"#coding:-utf-8

print(""          L'indentifiant c'est Mouad le code c'est test          "")

identifiant = input(""Entrez votre identifiant : "") 
mot_de_passe = input(""Entrez votre mot de passe: "")
```
if identifiant == ""Zaid"" and mot_de_passe == ""test"" :
    print (""Vous êtes connectés, bienvenue"", identifiant)

else:
    print (""C'est pas vous !"") 
``` Je veux ajouter 4 identifiant met je sais pas comment";2020/6/20;14:0:34
⌨composants;Unknown8#8888;la série des X570 sont vraiment top;2020/6/20;14:0:38
⌨composants;Axel#5959;yep 😄;2020/6/20;14:1:22
🌐》général《;MoutOgm#2028;vent / 20;2020/6/20;14:1:27
💻python;Kartodix#2540;tu peux faire une liste avec tes identifiants dedans et vérifier si l'input est dans la liste;2020/6/20;14:1:28
💻python;..!#5249;D'autres condition ?;2020/6/20;14:1:30
💻python;Ink!Zaid#0703;Ouais;2020/6/20;14:1:40
💻python;Ink!Zaid#0703;Je sais pas expliquer;2020/6/20;14:1:49
🌐》général《;Wafelack#2904;Bienvenue <@!686138483592396835> ! Lis le règlement et n'hésite surtout pas à poser tes questions 😉 !;2020/6/20;14:1:49
💻python;..!#5249;Je pense que c'est mieux s'il fait simple pour l'instabt <@!218035720139309056>;2020/6/20;14:1:54
⌨composants;Axel#5959;"juste à chaque démarage la cm s'amuse à mettre les ventilos de la cg au max pendant 5 secondes 😅 
enfin rien d'embetant";2020/6/20;14:2:2
🌐》général《;Ink!Zaid#0703;Je l'ai lis en 10 min tqt;2020/6/20;14:2:6
💻python;Kartodix#2540;avec des and ?;2020/6/20;14:2:10
💻python;..!#5249;Par exemples;2020/6/20;14:2:19
💻python;..!#5249;Ou des elif;2020/6/20;14:2:22
💻python;Ink!Zaid#0703;else;2020/6/20;14:2:29
💻python;..!#5249;x);2020/6/20;14:2:35
🌐》général《;Wafelack#5334;lu*;2020/6/20;14:2:43
💻python;Ink!Zaid#0703;<:GWmiyanoDead:398867195955773440>;2020/6/20;14:2:52
🌐》général《;Wafelack#2904;tes encore la toi;2020/6/20;14:2:54
🌐》général《;Wafelack#5334;T'es encore là toi*;2020/6/20;14:3:2
🌐》général《;Wafelack#2904;non toi !;2020/6/20;14:3:8
🌐》général《;MoutOgm#2028;toujours les ptits trucs de corrections chiantes la wow;2020/6/20;14:3:21
💻python;Ink!Zaid#0703;<:GWmiyanoXDD:398867103316181002> Svp aide moi;2020/6/20;14:3:26
🌐》général《;Wafelack#5334;là*;2020/6/20;14:3:30
💻python;Kartodix#2540;oui je suis d'accord, mais si dans le futur il veut rajouter 15 pseudos ca va être vraiment long;2020/6/20;14:3:38
💻python;Ink!Zaid#0703;je veux ajouter 5;2020/6/20;14:3:54
💻python;Wafelack#5334;<@!686138483592396835> Fait de la POO;2020/6/20;14:4:11
💻python;..!#5249;"Si id = Said et mdp = test
    -> Fais ça
Sinon Si id = Prout et mdp = ahahah
    -> Fais ça
Sinon Si id = Admin et mdp = adminadmin
    -> Fais ça
Sinon
    -> Mdp faux";2020/6/20;14:4:14
💻python;Wafelack#5334;Tu te créées une classe;2020/6/20;14:4:16
💻python;Ink!Zaid#0703;pooo ?;2020/6/20;14:4:17
💻python;Wafelack#5334;"Une classe ""user""";2020/6/20;14:4:24
💻python;Ink!Zaid#0703;poo*;2020/6/20;14:4:24
💻python;Plexq#3446;programmation orienté objet;2020/6/20;14:4:32
💻python;..!#5249;Il vient de commencer tu lui parle de poo;2020/6/20;14:4:32
💻python;Kartodix#2540;<@!723862906755743804> il débute..;2020/6/20;14:4:39
💻python;Ink!Zaid#0703;Les gars je suis debutant;2020/6/20;14:4:39
💻python;Wafelack#5334;Ah :/*;2020/6/20;14:4:44
💻python;..!#5249;Tu suis un cours ?;2020/6/20;14:4:44
💻python;Wafelack#5334;switch ça existe en Python ?;2020/6/20;14:4:54
💻python;Plexq#3446;ui;2020/6/20;14:4:59
💻python;Wafelack#5334;Ah;2020/6/20;14:5:3
💻python;Kartodix#2540;ca existe ?;2020/6/20;14:5:12
💻python;Ink!Zaid#0703;Oui mais le gars qui fait le cours c'est arrrete <@!619824132942725131>;2020/6/20;14:5:16
💻python;Plexq#3446;bah ui;2020/6/20;14:5:19
💻python;..!#5249;Qui c'était ?;2020/6/20;14:5:24
💻python;Wafelack#5334;C'est qui <@!686138483592396835> ?;2020/6/20;14:5:27
💻lua;MoutOgm#2028;xD bah jsp jai eu la notif jai aps regarder la date;2020/6/20;14:5:32
💻python;Ink!Zaid#0703;Bah sur youtube;2020/6/20;14:5:36
💻python;..!#5249;Il a pas arreté aux conditions j'espere x);2020/6/20;14:5:38
💻lua;MoutOgm#2028;jai limpression que les notifs discord ont un soucis chez moi;2020/6/20;14:5:42
💻python;Ink!Zaid#0703;Il a arreter au condi;2020/6/20;14:5:50
💻python;Wafelack#5334;<@!686138483592396835> Qui ?;2020/6/20;14:5:54
⌨composants;Unknown8#8888;oui c'est normal;2020/6/20;14:6:2
💻python;Ink!Zaid#0703;Formation video;2020/6/20;14:6:2
💻python;Plexq#3446;Tiens <@!723862906755743804>;2020/6/20;14:6:7
💻python;Wafelack#5334;<@!686138483592396835> Faux;2020/6/20;14:6:10
💻python;Ink!Zaid#0703;Je trouve pas de video;2020/6/20;14:6:18
💻python;..!#5249;||Tu dis pas à Wafelack <@!686138483592396835> mais je te conselle Graven||;2020/6/20;14:6:21
⌨composants;Unknown8#8888;tu as du faire une MAJ bios ?;2020/6/20;14:6:25
💻python;Wafelack#5334;Bah regarde sa playlist;2020/6/20;14:6:26
💻python;Wafelack#5334;<@!619824132942725131> Stop;2020/6/20;14:6:35
💻python;Ink!Zaid#0703;Y a une play list ?;2020/6/20;14:6:39
💻python;Wafelack#5334;C'est un de ses pires cours;2020/6/20;14:6:40
💻python;Kartodix#2540;x));2020/6/20;14:6:42
💻python;Wafelack#5334;<@!686138483592396835> Bah oui;2020/6/20;14:6:45
💻python;Ink!Zaid#0703;Ah;2020/6/20;14:6:52
💻python;Wafelack#5334;tu tapes Python FormationVidéo tu la trouves;2020/6/20;14:7:0
💻python;..!#5249;J'ai appris avec lui et je me débrouille plutôt pas mal;2020/6/20;14:7:2
💻python;..!#5249;Pas mal du tout enfaite;2020/6/20;14:7:12
💻python;Ink!Zaid#0703;C'est quoi le meilleur editeur de text ?;2020/6/20;14:7:14
💻python;Ink!Zaid#0703;car le mein pu;2020/6/20;14:7:18
💻python;Wafelack#5334;Tu as quoi ?;2020/6/20;14:7:25
💻python;Wafelack#2904;"Il n'y a pas de ""meilleur""";2020/6/20;14:7:29
💻python;..!#5249;Moi j'utilise Pycharm mais j'en ai pas essayer d'autres;2020/6/20;14:7:33
💻python;Ink!Zaid#0703;J'ai;2020/6/20;14:7:36
💻python;Wafelack#5334;<@!619824132942725131> PyCharm c'est un IDE;2020/6/20;14:7:41
💻python;Ink!Zaid#0703;notepad +++;2020/6/20;14:7:43
💻python;Wafelack#5334;Ah;2020/6/20;14:7:46
💻python;..!#5249;oops;2020/6/20;14:7:48
💻python;Wafelack#5334;Il est bien !;2020/6/20;14:7:49
💻python;..!#5249;J'ai cru ide;2020/6/20;14:7:51
💻python;Ink!Zaid#0703;Bah tro;2020/6/20;14:7:54
💻python;Wafelack#5334;npp est pas mal;2020/6/20;14:7:54
💻python;Wafelack#5334;Sinon essaye Sublime ou VSCode;2020/6/20;14:8:1
💻python;MoutOgm#2028;vsc en editeur;2020/6/20;14:8:3
💻python;..!#5249;npp est ... blanc x) et pas beau;2020/6/20;14:8:3
💻python;MoutOgm#2028;xD;2020/6/20;14:8:7
💻python;Ink!Zaid#0703;Vous pensez kwa de eclipse;2020/6/20;14:8:7
💻python;MoutOgm#2028;blanc = chaint;2020/6/20;14:8:12
💻python;Wafelack#2904;Atom;2020/6/20;14:8:17
💻python;Ink!Zaid#0703;noir = beaux;2020/6/20;14:8:20
💻python;Ink!Zaid#0703;Vous pensez kwa de eclipse;2020/6/20;14:8:29
🌐》général《;Ink!Zaid#0703;Ok;2020/6/20;14:8:51
🌐》général《;Ink!Zaid#0703;Ok;2020/6/20;14:8:53
💻python;Wafelack#2904;met tes lunettes;2020/6/20;14:9:5
💻python;Wafelack#5334;Bah non;2020/6/20;14:9:6
💻python;Wafelack#5334;Eclipse c'est un IDE;2020/6/20;14:9:10
💻python;Wafelack#2904;si tu veux pas te bruler les yeux;2020/6/20;14:9:11
🤖spam-bot;Kartodix#2540;?cam AUTHOR 5;2020/6/20;14:9:14
💻python;Wafelack#5334;Et pas vraiment adapté pour le python;2020/6/20;14:9:17
💻python;MoutOgm#2028;les gens;2020/6/20;14:9:28
💻python;Ink!Zaid#0703;Moi j'aime les editeur noir;2020/6/20;14:9:31
💻python;MoutOgm#2028;un bon vieux bloc note;2020/6/20;14:9:32
💻python;MoutOgm#2028;et puis voila;2020/6/20;14:9:35
💻python;MoutOgm#2028;(je rigole);2020/6/20;14:9:40
💻python;Wafelack#5334;<@!686138483592396835> Mais tu peux paramétrer;2020/6/20;14:9:43
💻python;Wafelack#5334;Je te conseille VSCode;2020/6/20;14:9:47
💻python;Plexq#3446;<@!686138483592396835> Je te conseil visual studio code ^^;2020/6/20;14:9:50
💻python;Wafelack#5334;Il est polyvalent;2020/6/20;14:9:53
💻python;Ink!Zaid#0703;Ok j'essaye;2020/6/20;14:9:56
💻python;MoutOgm#2028;moi jutilise vscodium;2020/6/20;14:9:58
💻python;Kartodix#2540;yes je l'utilise aussi;2020/6/20;14:10:0
💻python;MoutOgm#2028;cest mieux que vsc;2020/6/20;14:10:2
💻python;Ink!Zaid#0703;Il est cher;2020/6/20;14:10:14
💻python;Plexq#3446;Vscodium c'est sur linux ...;2020/6/20;14:10:22
💻python;MoutOgm#2028;bah ya aussi sur windows;2020/6/20;14:10:29
💻python;MoutOgm#2028;ah !;2020/6/20;14:10:37
💻python;Plexq#3446;<@!686138483592396835> Pas le payant ..;2020/6/20;14:10:39
💻python;MoutOgm#2028;bah surout pas visual studio;2020/6/20;14:10:50
💻python;MoutOgm#2028;il manque le code la;2020/6/20;14:10:53
💻python;Plexq#3446;https://code.visualstudio.com/;2020/6/20;14:10:54
💻python;Plexq#3446;Tiens;2020/6/20;14:10:59
💻python;Ink!Zaid#0703;d'accord;2020/6/20;14:11:0
💻python;Ink!Zaid#0703;Mon age c'est : 10ans;2020/6/20;14:11:9
💻python;Wafelack#2904;mdrr;2020/6/20;14:11:13
💻python;Ink!Zaid#0703;ok si il y a des faute ortho c'est normal;2020/6/20;14:11:26
💻python;MoutOgm#2028;pk tu dis que codium cest pour linux ? <@!696395002682802256>;2020/6/20;14:11:42
💻python;Plexq#3446;Tant qu'on te comprends sa ira 🙂;2020/6/20;14:11:46
💻python;Wafelack#2904;on va vraiment renommer le discord la récréation des développeurs;2020/6/20;14:11:50
💻python;Plexq#3446;Bah je l'ai trouvé que sur linux x);2020/6/20;14:11:54
💻python;MoutOgm#2028;bah je lai sur windows xd;2020/6/20;14:12:5
💻python;Plexq#3446;Autant pour moi ^^;2020/6/20;14:12:14
💻python;Plexq#3446;Et y'a quoi de mieux sur vscodium ?;2020/6/20;14:12:43
⌨composants;Axel#5959;non je n'en ai pas fait, tu penses qu'il faut ?;2020/6/20;14:13:13
💻python;MoutOgm#2028;vscodium est open source et recueille pas de données;2020/6/20;14:13:27
💻python;MoutOgm#2028;https://infoidevice.fr/vscodium-alternative-open-source-microsoft-visual-studio-code/;2020/6/20;14:13:41
⌨composants;Unknown8#8888;je sais pas si c'est encore nécessaire moi j'ai du la faire;2020/6/20;14:13:43
⌨composants;Unknown8#8888;apres si tu as le doute tu peux le faire ca prend pas longtemps;2020/6/20;14:14:14
💻python;Ink!Zaid#0703;Je suis entrain d'essaye vscode;2020/6/20;14:14:17
⌨composants;Unknown8#8888;c'est simple comme tout;2020/6/20;14:14:18
💻python;Ink!Zaid#0703;<@!619824132942725131> Tu sais au debut je voulait faire un bot avec scratch X))))))))))));2020/6/20;14:16:39
🌠bienvenue;coin des dev#9367;oh non... Wafelack#8601 est parti...;2020/6/20;14:17:4
💻python;Unknown8#8888;a part le vouloir tu pourras pas faire grand chose d'autre;2020/6/20;14:17:11
💻python;Ink!Zaid#0703;LOl;2020/6/20;14:17:11
💻python;Ink!Zaid#0703;Il est beau visual;2020/6/20;14:17:39
🌐》général《;Axel#5959;voila <@!723862906755743804>;2020/6/20;14:17:58
🌐》général《;Axel#5959;<@!529668482875523083>;2020/6/20;14:19:31
🌐》général《;Axel#5959;pourquoi il y en a un troisième ?!;2020/6/20;14:19:39
📃règlement;coin des dev#9367;<@506875201720680448>;2020/6/20;14:20:33
🌐》général《;Axel#5959;ok <@!723862906755743804> <@!529668482875523083> qui est qui;2020/6/20;14:22:25
🌐》général《;Axel#5959;sinon je ban les 2 mdr;2020/6/20;14:22:32
🌐》général《;Wafelack#5334;Je suis Wafelack#5334;2020/6/20;14:22:34
🌐》général《;MoutOgm#2028;celui que ta mit est le vrai;2020/6/20;14:22:37
🌐》général《;MoutOgm#2028;le 29 truc la;2020/6/20;14:22:50
🌐》général《;Axel#5959;pourtant c'est l'autre qui a répondu à mes mp sans se tromper;2020/6/20;14:22:58
🌐》général《;MoutOgm#2028;xD;2020/6/20;14:23:6
🌐》général《;Unknown8#8888;le gang des wafelack;2020/6/20;14:23:25
🌐》général《;Axel#5959;alors je vais être clair, l'usurpation d'identité c'est légalement puni;2020/6/20;14:23:49
🌐》général《;Unknown8#8888;quelle identité mdrr ?;2020/6/20;14:24:10
🌐》général《;Unknown8#8888;"""wafelack""";2020/6/20;14:24:16
🌐》général《;Axel#5959;prendre l'identité d'un autre sur un réseau social ou toute autre sorte de communication si tu préfères;2020/6/20;14:24:43
🌐》général《;Kartodix#2540;ca fait déjà deux fois en quelques jours...;2020/6/20;14:24:51
🌐》général《;Unknown8#8888;ah ouais ?;2020/6/20;14:24:54
🌐》général《;Unknown8#8888;j'aimerai bien voir cette loi;2020/6/20;14:25:1
🌐》général《;Unknown8#8888;serieusement;2020/6/20;14:25:3
🌐》général《;MoutOgm#2028;si seulement cetait ecrit dans le reglement;2020/6/20;14:25:7
🌐》général《;Axel#5959;et bien cherche, je suis serieux;2020/6/20;14:25:8
🌐》général《;MoutOgm#2028;ca aiderais;2020/6/20;14:25:10
🌐》général《;Kartodix#2540;non mais vous plaisantez j'espère ?;2020/6/20;14:25:27
🌐》général《;Unknown8#8888;les insultes c'est pas légalement puni ?;2020/6/20;14:25:53
🌐》général《;Unknown8#8888;pourtant ta rien fait pour <@!353113202575278081>;2020/6/20;14:26:0
🌐》général《;Axel#5959;"mdr ""ne prenez pas l'identité des autres""
on va rajouter aussi
""ne jetez pas des animaux par la fenêtre""
ou encore
""on ne joue pas avec la nourriture""
puisqu'il faut tout vous dire";2020/6/20;14:26:5
🌐》général《;ﾑⰢปﾑʓ٤Րｲψ🌊#7753;bon jours bonjours;2020/6/20;14:26:14
🌐》général《;Axel#5959;hi;2020/6/20;14:26:21
🌐》général《;Wafelack#5334;Bonjour;2020/6/20;14:26:33
🌐》général《;Wafelack#5334;Ca me fait hiech;2020/6/20;14:26:38
🤖spam-bot;coin des dev#9367;<@&691658014565859388> il est l'heure de bumper !!!;2020/6/20;14:26:39
🌐》général《;Wafelack#5334;J'ai des blems pour installer un Linux;2020/6/20;14:26:46
🌐》général《;Wafelack#5334;Dc je dois me coltiner Windows;2020/6/20;14:26:52
💻python;..!#5249;Pourquoi me ping .;2020/6/20;14:26:52
💻python;..!#5249;<a:rainbow:723199501002604706>;2020/6/20;14:26:56
🤖spam-bot;Wafelack#5334;!d bump;2020/6/20;14:27:7
🤖spam-bot;ia_bot#5206;bien sûr;2020/6/20;14:27:7
🤖spam-bot;coin des dev#9367;rappel enregistré dans 120 minutes;2020/6/20;14:27:8
🌐》général《;MoutOgm#2028;donc pour toi faire un compte juste avec le meme nom cest de lusurpation didentite ?;2020/6/20;14:27:41
🌐》général《;Axel#5959;satisfait <@!391602348545277952> ?;2020/6/20;14:27:51
🌐》général《;MoutOgm#2028;ya cb de compte discord qui sappelle genre xxtrucxx ?;2020/6/20;14:28:2
🌐》général《;Kartodix#2540;Dans ce cas c'était fais exprès il me semble ?;2020/6/20;14:28:5
🌐》général《;MoutOgm#2028;bah clairement il a pas essayer de se faire passer pour lui a des fins nefaste si ?;2020/6/20;14:28:23
🌐》général《;Unknown8#8888;<@!353113202575278081> non;2020/6/20;14:28:24
🌐》général《;MoutOgm#2028;a til utiliser a fin de difamer ?;2020/6/20;14:28:31
🌐》général《;Unknown8#8888;regardes mon message au dessus;2020/6/20;14:28:36
🌐》général《;MoutOgm#2028;ou autre ?;2020/6/20;14:28:37
🌐》général《;Axel#5959;"<@!98850878722682880> <@!539812927356665866> dans ce cas il nous dit qu'il n'est pas le vrai
se faire passer pour Wafelack pour avoir le nitrodev oui c'est de l'usurpation";2020/6/20;14:28:45
🌐》général《;Unknown8#8888;"les insultes c'est pas légalement puni ?
pourtant ta rien fait pour <@!353113202575278081>";2020/6/20;14:28:57
🌐》général《;MoutOgm#2028;suffit de regarder;2020/6/20;14:29:2
🌐》général《;Kartodix#2540;on va pas recommencer --';2020/6/20;14:29:3
🌐》général《;MoutOgm#2028;cest pas a nous de tout faire quand meme;2020/6/20;14:29:11
🌐》général《;Axel#5959;mais de quoi tu parles <@!391602348545277952> ?;2020/6/20;14:29:14
🌐》général《;Unknown8#8888;de wafelack;2020/6/20;14:29:18
🌐》général《;MoutOgm#2028;att jte montre;2020/6/20;14:29:20
🌐》général《;Unknown8#8888;javais mi dans le tribunal;2020/6/20;14:29:28
🌐》général《;Unknown8#8888;qqun a tout clear;2020/6/20;14:29:31
🌐》général《;Unknown8#8888;mdrr;2020/6/20;14:29:32
